Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
flash snake,13,13,30,34,0.62,https://proskatersplace.com/shop/skateboards-and-longboards/shortboard-skateboards/mindless-flash-snake-natural-white-skateboard/,0,0,0.00,0.02,32900000,"[6,3,3,5,3,5,3,5,6,6,5,11]",2026-01-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
patines profesional,49,49,50,7,0.30,https://proskatersplace.com/,0,0,0.00,0.99,10500000,"[0,0,0,0,29,0,100,0,0,0,0,0]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
wood roller skate wheels,89,89,70,0,0.21,https://proskatersplace.com/products/roller-skating/roller-skate-wheels/,0,0,0.00,0.64,2740000,"[26,34,15,26,34,26,42,26,26,11,26,26]",2025-12-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
xc skate skis,79,79,140,10,0.56,https://proskatersplace.com/products/winter-sports/cross-country-skis/,0,0,0.00,1,1600000,"[81,81,43,29,10,10,8,10,10,14,22,54]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
xc skate skis,80,80,140,10,0.56,https://proskatersplace.com/products/winter-sports/cross-country-skis/,0,0,0.00,1,1600000,"[81,81,43,29,10,10,8,10,10,14,22,54]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
ultra wheels rollerblades,30,30,110,23,0.28,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,0.76,241000,"[52,52,66,19,66,52,42,66,66,66,52,42]",2026-01-22,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
90mm inline skate wheels,15,15,70,2,0.32,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/page/2/,0,0,0.00,1,319000,"[41,29,41,41,41,29,41,29,52,17,41,17]",2026-01-31,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
skating gloves,44,44,210,4,0.46,https://proskatersplace.com/products/protection-gear-and-apparel/gloves-wrist-protection/,0,0,0.00,0.96,18300000,"[44,54,23,35,28,23,35,35,23,35,44,44]",2026-02-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
roller skates adults,51,51,390,34,0.42,https://proskatersplace.com/,0,0,0.00,1,9460000,"[11,8,3,7,44,4,3,20,5,3,5,24]",2026-02-04,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
roller king roseville hours,3,3,110,17,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,249000,"[28,100,43,43,28,21,34,28,15,21,21,12]",2026-01-26,"Knowledge panel, Video, People also ask, Related searches","informational, navigational",People also ask
rossignol ski bags,22,22,50,12,0.60,https://proskatersplace.com/shop/protection-gear-and-apparel/backpacks-bags-carriers/rossignol-tactic-alpine-boot-bag/,0,0,0.00,1,11200000,"[35,50,50,64,64,14,0,14,50,21,28,21]",2025-12-31,"Sitelinks, Video, Image, Popular products, Related searches","navigational, transactional",Organic
where can you find roller skates,14,14,40,50,0.43,https://proskatersplace.com/products/roller-skating/roller-skates/,0,0,0.00,1,31400000,"[100,0,81,0,81,18,18,0,0,9,18,100]",2026-01-20,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
rc3 combi fischer,8,8,40,,0.00,https://proskatersplace.com/shop/winter-sports/nordic-ski-boots/fischer-rc3-combi-nordic-ski-boots/,0,0,0.00,1,73300,"[100,100,100,18,18,18,18,18,18,18,18,18]",2026-01-13,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
usa skateshop,5,5,720,63,0.00,https://proskatersplace.com/how-much-does-roller-skating-cost/,0,0,0.00,0.01,10500000,"[3,24,10,2,4,10,0,5,3,100,2,1]",2026-01-07,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches",navigational,People also ask
top roller skate brands,6,6,70,9,0.41,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,1,7020000,"[22,22,22,18,18,18,14,10,14,10,10,14]",2026-01-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,People also ask
glow in the dark skate wheels,23,23,70,0,0.34,https://proskatersplace.com/shop/roller-skating/roller-skate-wheels/chaya-neon-purple-led-65mm-78a-roller-skate-wheels/,0,0,0.00,1,1720000,"[77,55,77,100,77,77,77,44,77,100,100,100]",2026-01-20,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mens inline skates size 14,78,78,70,,0.55,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,4740000,"[42,42,34,19,26,26,34,26,34,26,19,19]",2026-02-07,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
fischer rollerski,10,10,30,6,0.92,https://proskatersplace.com/shop/winter-sports/roller-skis/fischer-rollerski-skate-bindings/,0,0,0.00,1,311000,"[63,0,45,100,36,0,0,0,0,0,18,0]",2025-12-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
fischer rollerski,11,11,30,6,0.92,https://proskatersplace.com/shop/winter-sports/roller-skis/fischer-rollerski-skate-bindings/,0,0,0.00,1,311000,"[63,0,45,100,36,0,0,0,0,0,18,0]",2025-12-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
roller skate wheels for beginners,5,5,70,5,0.00,https://proskatersplace.com/best-roller-skate-wheels-for-beginners/,0,0,0.00,0.15,13100000,"[7,42,7,42,7,7,42,7,42,7,53,100]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
nordic boots,48,48,320,5,0.94,https://proskatersplace.com/products/winter-sports/nordic-ski-boots/,0,0,0.00,1,24100000,"[59,48,32,26,17,17,17,17,21,26,32,59]",2026-01-29,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
skates for sell,21,21,90,51,0.35,https://proskatersplace.com/,0,0,0.00,1,28600000,"[6,6,6,6,6,6,100,43,15,43,34,34]",2026-01-05,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
best roller skates for outdoor,61,61,50,0,0.45,https://proskatersplace.com/,0,0,0.00,0.97,8940000,"[6,1,1,0,6,4,15,0,9,12,9,9]",2025-12-30,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
cross country ski pants women,17,17,140,4,0.94,https://proskatersplace.com/shop/winter-sports/nordic-clothing/yoko-tre-womens-cross-country-ski-pants/,0,0,0.00,1,7910000,"[20,24,20,5,1,0,0,2,2,4,10,20]",2026-02-17,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
skateland west san antonio tx,1,1,70,32,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,6430,"[22,22,22,29,14,14,8,10,10,8,10,10]",2026-01-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
protector skate,96,96,40,,0.00,https://proskatersplace.com/5-essential-inline-skates-protection-gear-to-enhance-safety/,0,0,0.00,0.47,8950000,"[9,0,9,9,9,9,52,9,52,52,9,9]",2026-01-24,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
skateboarding short,85,85,210,16,0.66,https://proskatersplace.com/products/skateboards-and-longboards/shortboard-skateboards/,0,0,0.00,1,197000000,"[23,15,23,44,0,0,100,23,81,35,28,23]",2026-01-23,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",transactional,Organic
white inline skates,28,28,140,1,0.46,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.99,9530000,"[29,35,22,22,22,14,18,29,29,29,29,35]",2026-02-02,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
polly skates,81,81,170,25,0.51,https://proskatersplace.com/,0,0,0.00,0.01,1020000,"[66,29,100,36,36,0,19,0,0,0,0,0]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
best inline skates for women,15,15,320,25,0.50,https://proskatersplace.com/,0,0,0.00,1,9810000,"[45,30,30,36,16,16,24,16,16,20,20,30]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
rollerblades adults,32,32,170,20,0.30,https://proskatersplace.com/,0,0,0.00,1,8330000,"[18,35,66,22,100,54,54,2,10,0,8,43]",2025-12-27,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",transactional,Organic
roller blades nearby,22,22,320,38,0.48,https://proskatersplace.com/,0,0,0.00,0.99,23300000,"[43,54,66,100,43,81,66,81,100,54,66,6]",2026-01-28,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
figure skates pink,45,45,40,13,0.32,https://proskatersplace.com/shop/roller-skating/roller-skates/sfr-figure-white-pink-roller-skates/,0,0,0.00,0.92,5230000,"[100,0,45,63,45,36,27,45,45,45,0,18]",2026-01-20,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
figure skates pink,52,52,40,13,0.32,https://proskatersplace.com/shop/roller-skating/roller-skates/sfr-figure-white-pink-roller-skates/,0,0,0.00,0.92,5230000,"[100,0,45,63,45,36,27,45,45,45,0,18]",2026-01-20,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
kids cross country skis,96,96,170,8,0.00,https://proskatersplace.com/shop/winter-sports/cross-country-poles/swix-junior-cross-nordic-ski-poles/,0,0,0.00,0,18600000,"[13,10,7,0,0,0,0,0,2,0,2,10]",2026-01-17,"Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
flying low skateshop,23,23,110,17,0.00,https://proskatersplace.com/,0,0,0.00,0.01,170000,"[52,64,52,41,100,64,64,64,100,64,64,82]",2026-01-14,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
inline skates mens size 10,57,57,50,,0.49,https://proskatersplace.com/,0,0,0.00,1,5160000,"[100,14,14,64,50,50,35,7,0,0,0,50]",2026-02-06,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
inline skates mens size 10,64,64,50,,0.49,https://proskatersplace.com/,0,0,0.00,1,5160000,"[100,14,14,64,50,50,35,7,0,0,0,50]",2026-02-06,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
ski straps swix,58,58,40,9,0.56,https://proskatersplace.com/shop/winter-sports/nordic-accessories/swix-pro-fit-tcs-nordic-pole-straps/,0,0,0.00,1,417000,"[0,0,78,64,35,14,14,14,14,21,0,64]",2026-01-20,"Video, Image, Popular products, Related searches","informational, transactional",Organic
ski straps swix,61,61,40,9,0.56,https://proskatersplace.com/shop/winter-sports/nordic-accessories/swix-pro-fit-tcs-nordic-pole-straps/,0,0,0.00,1,417000,"[0,0,78,64,35,14,14,14,14,21,0,64]",2026-01-20,"Video, Image, Popular products, Related searches","informational, transactional",Organic
roller skating vs blading,20,20,140,4,0.00,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,0.01,3890000,"[80,19,19,26,26,42,19,65,80,80,80,80]",2026-01-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
skate warehouse roller skates site,22,22,40,,0.00,https://proskatersplace.com/,0,0,0.00,0,3450000,"[100,14]",2026-02-03,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
inline hockey skates for sale,47,47,40,20,0.62,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,3870000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-01-30,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
scooters for skate park,37,37,50,6,0.47,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,1,5050000,"[0,14,0,80,4,19,19,23,0,9,100,4]",2026-02-09,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
ice skating how to skate backwards,37,37,70,22,0.00,https://proskatersplace.com/how-to-skate-backwards-on-roller-skates/,0,0,0.00,0.01,1220000,"[21,53,43,34,28,15,21,15,15,9,15,15]",2026-01-13,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
inline skate wheels 80mm,23,23,70,2,0.37,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,1,509000,"[100,100,45,45,27,100,27,45,81,81,81,45]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
rollerblade wheel replacement,5,5,40,10,0.33,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,0.97,392000,"[0,11,17,41,29,23,17,41,41,29,17,23]",2026-02-18,"Image pack, Sitelinks, Video, Image, Shopping ads, Video Carousel, Popular products, Related searches",commercial,Organic
wrist pad skate,48,48,50,0,0.35,https://proskatersplace.com/products/protection-gear-and-apparel/gloves-wrist-protection/,0,0,0.00,1,7530000,"[64,0,50,64,64,100,78,0,0,0,0,78]",2026-02-02,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview",informational,Organic
how do you skate backwards,27,27,480,31,0.05,https://proskatersplace.com/how-to-skate-backwards-on-roller-skates/,0,0,0.00,0,7260000,"[24,11,55,24,7,24,7,11,11,5,7,11]",2026-02-18,"Video, Image, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how do you skate backwards,32,32,480,31,0.05,https://proskatersplace.com/how-to-skate-backwards-on-roller-skates/,0,0,0.00,0,7260000,"[24,11,55,24,7,24,7,11,11,5,7,11]",2026-02-18,"Video, Image, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
agressive inline,34,43,90,25,0.17,https://proskatersplace.com/,0,0,0.00,0.74,14900000,"[15,12,6,19,12,12,9,9,12,15,6,9]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, See results about","commercial, informational",Organic
light up wheels for skateboard,12,12,40,2,0.23,https://proskatersplace.com/brand/luminous/,0,0,0.00,0.99,6550000,"[28,23,3,0,3,0,0,0,3,23,0,0]",2025-12-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
skating store on eastern parkway,94,94,260,20,0.00,https://proskatersplace.com/,0,0,0.00,0,4770000,"[100,0,0,0,0,0,0]",2026-01-07,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
indy skateland,1,1,590,37,1.09,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.03,15700,"[16,45,13,100,100,45,45,36,5,10,45,45]",2026-01-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",People also ask
truck cx carver,91,91,40,0,0.54,https://proskatersplace.com/carver-cx-mini-truck-5-0-graphite/,0,0,0.00,0.98,326000,"[64,52,64,23,52,0,0,0,0,0,0,0]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Short videos",transactional,Organic
skate wrist guards,32,32,140,,0.35,https://proskatersplace.com/products/protection-gear-and-apparel/gloves-wrist-protection/,0,0,0.00,1,3750000,"[8,13,16,6,8,0,10,3,10,16,5,13]",2025-12-30,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
rebel skates,5,5,70,11,0.00,https://proskatersplace.com/7-best-inline-skate-brands/,0,0,0.00,0.91,1290000,"[21,21,21,12,21,15,28,15,15,34,34,34]",2026-02-25,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
roller skate shops,31,31,590,61,0.49,https://proskatersplace.com/,0,0,0.00,0.84,20300000,"[16,44,34,7,7,7,16,13,13,7,44,16]",2026-01-07,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
roller skates in bulk,24,24,110,0,0.88,https://proskatersplace.com/,0,0,0.00,1,2510000,"[81,100,53,43,15,15,12,21,12,15,15,21]",2026-02-24,"Sitelinks, Image, Popular products, Related searches",commercial,Organic
rossignol evo xt 60,7,7,50,12,0.79,https://proskatersplace.com/shop/winter-sports/cross-country-skis/rossignol-evo-xt-60-positrack-nordic-skis/,0,0,0.00,1,127000,"[12,12,15,10,4,2,2,2,2,2,2,5]",2025-12-26,"Knowledge panel, Sitelinks, Video Carousel, Related searches, Discussions and forums","informational, transactional",Organic
can i wear ski pants cross-country skiing,49,49,110,8,0.00,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,0,6050000,"[17,52,52,82,100,100,82,82,41]",2026-02-23,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
roller derby skate pads,56,56,70,1,0.00,https://proskatersplace.com/products/roller-skating/roller-derby/,0,0,0.00,0,1080000,"[33,52,33,33,23,23,33,23,42,42,14,0]",2025-12-26,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
roller skates blades,24,24,110,45,0.53,https://proskatersplace.com/,0,0,0.00,1,7770000,"[54,36,9,12,12,15,12,9,12,12,9,15]",2026-01-31,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
southeastern skate supply,77,77,210,,1.31,https://proskatersplace.com/,0,0,0.00,0.23,893000,"[35,35,54,54,28,35,28,35,23,35,44,54]",2026-02-02,"Local pack, Sitelinks, Video, Image, Related searches",transactional,Organic
led on wheels,71,71,30,19,0.48,https://proskatersplace.com/brand/luminous/,0,0,0.00,0.9,234000000,"[2,28,5,0,2,43,0,0,2,2,5,0]",2026-01-03,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
skating rink anderson,3,3,390,24,0.00,https://proskatersplace.com/how-much-does-roller-skating-cost/,0,0,0.00,0,3310000,"[54,81,100,81,81,54,54,54,5,15,12,10]",2026-01-12,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
stunt scooter for,34,34,40,6,0.00,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,0.33,18600000,"[0,0,0,18,27,45,63,63,100,100,27,18]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
buy skates,19,19,140,45,0.49,https://proskatersplace.com/,0,0,0.00,1,43800000,"[18,28,23,28,23,18,6,18,23,18,23,23]",2026-02-01,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
carvel skateland,6,6,480,,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.04,2960,"[8,11,20,20,20,13,11,16,20,13,11,8]",2026-01-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
swix wax kit,97,97,110,10,0.56,https://proskatersplace.com/shop/winter-sports/nordic-accessories/swix-waxpack-9/?add-to-cart=97634,0,0,0.00,1,290000,"[32,39,21,7,5,2,2,2,3,3,5,17]",2026-02-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
rollerblade bearings and wheels,11,11,40,20,0.44,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,0.97,657000,"[63,0,81,81,63,9,63,18,18,0,0,0]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
rollerblade bearings and wheels,56,56,40,20,0.44,https://proskatersplace.com/skate-bearings-5-power-tips-for-smooth-ride/,0,0,0.00,0.97,657000,"[63,0,81,81,63,9,63,18,18,0,0,0]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
backpacks that hold skateboards,46,46,70,9,0.33,https://proskatersplace.com/shop/protection-gear-and-apparel/backpacks-bags-carriers/inline-skate-backpack/,0,0,0.00,1,50100000,"[10,14,10,14,14,14,14,18,22,35,14,14]",2026-01-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview",commercial,Organic
story aggressive inline skates,50,50,170,12,0.52,https://proskatersplace.com/,0,0,0.00,1,206000,"[65,34,42,42,80,80,100,53,65,80,42,80]",2026-01-31,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
competition roller skates,62,62,70,6,0.44,https://proskatersplace.com/,0,0,0.00,0.63,4410000,"[50,78,64,50,50,50,35,50,35,64,28,35]",2026-02-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
bearings skate apec 9,18,18,110,0,0.00,https://proskatersplace.com/shop/roller-skating/roller-skate-bearings/wicked-abec-9-freespin-bearings/,0,0,0.00,0,2100000,"[3,7,19,65,65,80,100,26,7]",2026-02-19,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
skating pro,14,14,70,22,0.43,https://proskatersplace.com/,0,0,0.00,0.58,82200000,"[18,100,18,100,100,100,18,100,18,18,100,18]",2026-01-30,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, See results about",commercial,Organic
men's hockey rollerblades,69,69,110,18,0.00,https://proskatersplace.com/,0,0,0.00,0,242000,"[2,2,2,1,2,2,2,2,2,2,100,1]",2026-01-22,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
men's hockey rollerblades,78,78,110,18,0.00,https://proskatersplace.com/,0,0,0.00,0,242000,"[2,2,2,1,2,2,2,2,2,2,100,1]",2026-01-22,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
skateboard roller skates,15,15,70,,0.00,https://proskatersplace.com/,0,0,0.00,0.78,6850000,"[100,64,78,78,50,14,14,14,14,50,78,64]",2026-01-26,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
best stunt scooter brands,34,34,50,,0.93,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,0.89,6640000,"[9,9,9,9,9,52,52,9,52,52,9,9]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
powerslide next 90,10,10,90,14,0.63,https://proskatersplace.com/shop/inline-skating/inline-skates/powerslide-next-black-white-90-inline-skates/,0,0,0.00,1,0,"[28,28,34,21,21,34,34,21,15,15,15,28]",2026-01-15,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","informational, transactional",Organic
how to brake on rollerblades,49,49,70,18,0.00,https://proskatersplace.com/products/inline-skating/skate-heel-brakes/,0,0,0.00,0,615000,"[15,21,15,15,21,15,21,21,21,21,21,21]",2025-12-26,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to brake on rollerblades,80,80,70,18,0.00,https://proskatersplace.com/shop/inline-skating/skate-heel-brakes/roller-hockey-skates-heel-brake-set/,0,0,0.00,0,615000,"[15,21,15,15,21,15,21,21,21,21,21,21]",2025-12-26,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
mens size 12 rollerblades,54,54,90,9,0.42,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.99,481000,"[23,53,0,43,17,53,43,28,0,0,0,0]",2026-01-13,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
mpc wheels,47,47,30,0,0.97,https://proskatersplace.com/manufacturer/mpc/,0,0,0.00,0.84,1840000,"[17,11,11,11,23,23,17,29,11,41,11,11]",2025-12-27,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
inline skating beginners,27,27,40,,0.35,https://proskatersplace.com/learn-rollerblade-tricks-without-getting-hurt/,0,0,0.00,0.69,1570000,"[19,19,100,9,0,14,14,4,4,19,4,42]",2026-02-03,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
skateboard wheels glow in the dark,11,11,50,0,0.34,https://proskatersplace.com/shop/skateboards-and-longboards/board-wheels/luminous-led-70mm-85a-longboard-wheels/,0,0,0.00,1,4390000,"[0,33,33,14,23,33,33,19,0,0,0,66]",2026-02-20,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",transactional,Organic
shortest skateboarders,74,74,50,26,2.56,https://proskatersplace.com/products/skateboards-and-longboards/shortboard-skateboards/,0,0,0.00,0.73,404000,"[14,35,50,0,35,50,50,28,50,50,78,50]",2026-02-10,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shortest skateboarders,80,80,50,26,2.56,https://proskatersplace.com/products/skateboards-and-longboards/shortboard-skateboards/,0,0,0.00,0.73,404000,"[14,35,50,0,35,50,50,28,50,50,78,50]",2026-02-10,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
xsjado skates,10,10,170,2,0.00,https://proskatersplace.com/manufacturer/xsjado/,0,0,0.00,0.93,48400,"[35,43,35,35,29,43,22,35,35,35,43,35]",2026-01-20,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
light up longboard wheels,12,12,70,0,0.31,https://proskatersplace.com/shop/skateboards-and-longboards/board-wheels/luminous-led-65mm-85a-longboard-wheels/,0,0,0.00,0.97,3800000,"[10,10,10,8,14,14,6,14,22,22,22,18]",2026-01-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
swix,37,37,2400,33,0.84,https://proskatersplace.com/brand/swix/,0,0,0.00,0.77,5060000,"[44,44,36,19,13,8,10,8,10,13,15,29]",2026-02-24,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about",navigational,Organic
skateland chandler photos,3,3,70,32,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.02,8610,"[9,52,52,19,52,42,66,23,23,19,19,14]",2026-01-20,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,People also ask
skate buy,17,17,70,65,0.47,https://proskatersplace.com/,0,0,0.00,1,113000000,"[0,0,0,5,2,100,5,5,5,10,5,82]",2026-01-26,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
land roller skates,77,77,110,18,0.79,https://proskatersplace.com/products/inline-skating/off-road-skates/,0,0,0.00,0.9,5720000,"[53,43,34,43,28,12,34,65,34,34,21,34]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
3 pin nordic ski boots,76,76,140,7,0.35,https://proskatersplace.com/products/winter-sports/nordic-ski-boots/,0,0,0.00,1,545000,"[82,100,100,28,17,10,10,5,5,12,12,17]",2025-12-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
stuttering skater skates,52,52,40,23,0.00,https://proskatersplace.com/,0,0,0.00,0.33,37100,"[52,11,11,100,11,11,11,11,11,11,11,11]",2026-01-25,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
olympia skateland,2,2,210,34,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.01,10300,"[10,30,30,0,20,20,30,16,6,20,10,13]",2026-01-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
